location,crowd_count,temperature,hour
Saraswati Ghat,2344,40,23
Dashashwamedh Ghat (Prayagraj),2944,31,10
Saraswati Ghat,6101,26,13
Triveni Sangam (Confluence Zone),8332,10,7
Shri Bade Hanuman Temple,5259,12,19
Kumbh Mela Ground (Main Venue),4095,17,4
Alopankari Temple Area,3964,16,7
Kumbh Mela Ground (Main Venue),6729,17,9
Dashashwamedh Ghat (Prayagraj),3112,17,4
Triveni Sangam (Confluence Zone),13355,33,12
Dashashwamedh Ghat (Prayagraj),7612,31,13
Kumbh Mela Ground (Main Venue),9057,35,8
Shri Bade Hanuman Temple,11593,10,13
Alopankari Temple Area,4676,22,21
Triveni Sangam (Confluence Zone),12439,21,0
Triveni Sangam (Confluence Zone),11471,25,23
Shri Bade Hanuman Temple,6114,32,20
Triveni Sangam (Confluence Zone),13073,41,10
Alopankari Temple Area,2005,19,3
Triveni Sangam (Confluence Zone),5737,32,2
Triveni Sangam (Confluence Zone),10583,12,22
Alopankari Temple Area,4004,28,3
Dashashwamedh Ghat (Prayagraj),995,43,1
Triveni Sangam (Confluence Zone),13219,18,8
Saraswati Ghat,500,42,1
Shri Bade Hanuman Temple,6876,30,2
Dashashwamedh Ghat (Prayagraj),500,41,4
Prayagraj Junction,2820,15,1
Prayagraj Junction,4207,24,19
Prayagraj Junction,6955,44,12
Dashashwamedh Ghat (Prayagraj),500,18,22
Kumbh Mela Ground (Main Venue),8690,21,3
Alopankari Temple Area,2693,22,22
Kumbh Mela Ground (Main Venue),8618,18,18
Triveni Sangam (Confluence Zone),14514,38,15
Kumbh Mela Ground (Main Venue),10522,18,19
Kumbh Mela Ground (Main Venue),7697,41,21
Alopankari Temple Area,5984,26,14
Alopankari Temple Area,6903,31,17
Dashashwamedh Ghat (Prayagraj),8019,28,16
Shri Bade Hanuman Temple,7449,32,23
Saraswati Ghat,794,20,2
Prayagraj Junction,4426,16,18
Shri Bade Hanuman Temple,5612,26,8
Dashashwamedh Ghat (Prayagraj),6661,14,16
Saraswati Ghat,500,41,4
Triveni Sangam (Confluence Zone),7187,38,6
Shri Bade Hanuman Temple,6654,14,19
Shri Bade Hanuman Temple,8227,27,18
Shri Bade Hanuman Temple,5664,24,17
Prayagraj Junction,2597,32,1
Prayagraj Junction,4887,29,12
Saraswati Ghat,3470,27,11
Saraswati Ghat,1940,33,4
Triveni Sangam (Confluence Zone),10786,31,0
Triveni Sangam (Confluence Zone),14815,15,8
Alopankari Temple Area,3246,17,19
Shri Bade Hanuman Temple,7373,43,15
Triveni Sangam (Confluence Zone),13407,33,11
Triveni Sangam (Confluence Zone),4400,41,23
Prayagraj Junction,8812,11,14
Alopankari Temple Area,5312,12,21
Dashashwamedh Ghat (Prayagraj),2539,17,19
Dashashwamedh Ghat (Prayagraj),500,32,23
Triveni Sangam (Confluence Zone),12270,21,9
Kumbh Mela Ground (Main Venue),6328,14,3
Alopankari Temple Area,3827,45,17
Saraswati Ghat,4533,29,20
Saraswati Ghat,5938,25,10
Prayagraj Junction,1135,43,10
Kumbh Mela Ground (Main Venue),7385,26,10
Kumbh Mela Ground (Main Venue),10017,33,15
Kumbh Mela Ground (Main Venue),5558,37,1
Saraswati Ghat,7146,11,13
Prayagraj Junction,3355,19,8
Dashashwamedh Ghat (Prayagraj),6971,32,20
Kumbh Mela Ground (Main Venue),10477,40,12
Kumbh Mela Ground (Main Venue),8519,41,14
Saraswati Ghat,4354,31,7
Alopankari Temple Area,4296,15,23
Triveni Sangam (Confluence Zone),14397,11,10
Prayagraj Junction,723,31,1
Saraswati Ghat,3198,29,5
Saraswati Ghat,2585,41,0
Dashashwamedh Ghat (Prayagraj),5680,32,20
Alopankari Temple Area,4292,25,8
Kumbh Mela Ground (Main Venue),8913,18,0
Prayagraj Junction,2320,13,4
Kumbh Mela Ground (Main Venue),7884,13,2
Prayagraj Junction,2549,16,19
Triveni Sangam (Confluence Zone),12147,24,5
Alopankari Temple Area,4814,34,15
Triveni Sangam (Confluence Zone),10640,44,22
Alopankari Temple Area,3945,28,1
Kumbh Mela Ground (Main Venue),7283,32,18
Dashashwamedh Ghat (Prayagraj),6977,28,14
Shri Bade Hanuman Temple,7166,22,7
Alopankari Temple Area,5641,39,12
Shri Bade Hanuman Temple,5189,14,17
Dashashwamedh Ghat (Prayagraj),846,39,4
Saraswati Ghat,500,44,4
Alopankari Temple Area,3172,34,1
Prayagraj Junction,1111,45,8
Alopankari Temple Area,2939,32,1
Kumbh Mela Ground (Main Venue),6121,12,20
Alopankari Temple Area,500,10,4
Shri Bade Hanuman Temple,9217,31,16
Alopankari Temple Area,500,41,5
Kumbh Mela Ground (Main Venue),10432,32,15
Saraswati Ghat,8339,14,13
Alopankari Temple Area,6031,20,7
Alopankari Temple Area,819,39,21
Prayagraj Junction,2407,31,6
Prayagraj Junction,6832,29,7
Shri Bade Hanuman Temple,8872,21,21
Alopankari Temple Area,1076,22,23
Kumbh Mela Ground (Main Venue),6279,24,23
Prayagraj Junction,3199,22,23
Saraswati Ghat,4243,45,9
Alopankari Temple Area,2311,27,6
Dashashwamedh Ghat (Prayagraj),3038,43,15
Triveni Sangam (Confluence Zone),13076,37,21
Prayagraj Junction,3994,45,7
Prayagraj Junction,947,41,9
Triveni Sangam (Confluence Zone),8539,27,4
Alopankari Temple Area,3686,16,22
Saraswati Ghat,5664,36,12
Alopankari Temple Area,2448,25,3
Prayagraj Junction,2584,44,2
Dashashwamedh Ghat (Prayagraj),2624,15,2
Saraswati Ghat,4043,30,0
Triveni Sangam (Confluence Zone),11940,24,12
Shri Bade Hanuman Temple,7101,23,6
Kumbh Mela Ground (Main Venue),4606,39,17
Dashashwamedh Ghat (Prayagraj),5068,33,8
Dashashwamedh Ghat (Prayagraj),4130,23,8
Shri Bade Hanuman Temple,4130,12,5
Triveni Sangam (Confluence Zone),12281,21,20
Saraswati Ghat,3789,29,23
Alopankari Temple Area,500,45,23
Alopankari Temple Area,500,33,4
Triveni Sangam (Confluence Zone),10713,12,10
Kumbh Mela Ground (Main Venue),9987,27,10
Triveni Sangam (Confluence Zone),11649,10,20
Kumbh Mela Ground (Main Venue),9801,36,18
Kumbh Mela Ground (Main Venue),11179,38,12
Shri Bade Hanuman Temple,7694,16,19
Prayagraj Junction,4035,43,19
Triveni Sangam (Confluence Zone),8837,27,0
Triveni Sangam (Confluence Zone),13956,15,8
Prayagraj Junction,6731,17,17
Alopankari Temple Area,5395,13,7
Saraswati Ghat,1567,45,2
Saraswati Ghat,1655,45,5
Triveni Sangam (Confluence Zone),15160,29,16
Kumbh Mela Ground (Main Venue),6202,14,23
Triveni Sangam (Confluence Zone),11980,21,8
Triveni Sangam (Confluence Zone),11574,37,13
Saraswati Ghat,4439,13,2
Triveni Sangam (Confluence Zone),15041,18,16
Triveni Sangam (Confluence Zone),12128,24,21
Kumbh Mela Ground (Main Venue),9140,18,10
Shri Bade Hanuman Temple,3305,31,2
Prayagraj Junction,8902,12,12
Saraswati Ghat,1828,40,5
Alopankari Temple Area,500,18,22
Saraswati Ghat,689,18,23
Prayagraj Junction,1640,42,6
Saraswati Ghat,4459,16,22
Kumbh Mela Ground (Main Venue),7755,14,8
Saraswati Ghat,2235,13,0
Alopankari Temple Area,5147,34,15
Prayagraj Junction,2933,40,15
Prayagraj Junction,3788,18,22
Alopankari Temple Area,3468,21,11
Prayagraj Junction,1588,41,17
Alopankari Temple Area,5127,40,13
Dashashwamedh Ghat (Prayagraj),8745,13,12
Triveni Sangam (Confluence Zone),8334,33,9
Saraswati Ghat,2520,16,6
Dashashwamedh Ghat (Prayagraj),4732,19,15
Alopankari Temple Area,3200,34,18
Saraswati Ghat,3762,30,5
Shri Bade Hanuman Temple,6886,34,9
Dashashwamedh Ghat (Prayagraj),2719,44,10
Prayagraj Junction,7006,37,16
Alopankari Temple Area,500,44,3
Prayagraj Junction,500,36,22
Prayagraj Junction,2938,28,8
Dashashwamedh Ghat (Prayagraj),500,10,3
Kumbh Mela Ground (Main Venue),5956,38,5
Triveni Sangam (Confluence Zone),9467,17,1
Triveni Sangam (Confluence Zone),10147,32,3
Triveni Sangam (Confluence Zone),12987,41,7
Triveni Sangam (Confluence Zone),8695,35,10
Saraswati Ghat,5963,44,14
Triveni Sangam (Confluence Zone),12618,27,21
Triveni Sangam (Confluence Zone),12992,27,20
Triveni Sangam (Confluence Zone),11556,24,4
Alopankari Temple Area,6058,31,15
Dashashwamedh Ghat (Prayagraj),978,21,5
Triveni Sangam (Confluence Zone),6132,28,2
Shri Bade Hanuman Temple,9781,21,8
Kumbh Mela Ground (Main Venue),3831,26,0
Kumbh Mela Ground (Main Venue),4719,44,1
Saraswati Ghat,873,40,8
Shri Bade Hanuman Temple,11691,12,14
Shri Bade Hanuman Temple,6027,11,2
Shri Bade Hanuman Temple,3863,11,23
Alopankari Temple Area,741,23,2
Dashashwamedh Ghat (Prayagraj),4138,20,15
Dashashwamedh Ghat (Prayagraj),4514,27,11
Prayagraj Junction,1576,20,1
Triveni Sangam (Confluence Zone),12240,19,9
Saraswati Ghat,4576,12,15
Dashashwamedh Ghat (Prayagraj),500,25,5
Dashashwamedh Ghat (Prayagraj),500,38,22
Kumbh Mela Ground (Main Venue),10627,35,20
Prayagraj Junction,4096,10,14
Alopankari Temple Area,3399,37,13
Dashashwamedh Ghat (Prayagraj),2020,19,19
Shri Bade Hanuman Temple,5593,22,3
Triveni Sangam (Confluence Zone),10478,33,22
Saraswati Ghat,2742,23,9
Prayagraj Junction,500,27,23
Kumbh Mela Ground (Main Venue),7346,40,8
Alopankari Temple Area,8740,13,13
Kumbh Mela Ground (Main Venue),6239,33,0
Alopankari Temple Area,5867,26,10
Prayagraj Junction,500,37,23
Triveni Sangam (Confluence Zone),12399,22,1
Dashashwamedh Ghat (Prayagraj),3687,38,13
Triveni Sangam (Confluence Zone),11640,12,14
Saraswati Ghat,6190,14,13
Triveni Sangam (Confluence Zone),8653,41,21
Alopankari Temple Area,500,35,3
Triveni Sangam (Confluence Zone),13000,26,12
Saraswati Ghat,4669,22,7
Alopankari Temple Area,3301,45,8
Shri Bade Hanuman Temple,9232,23,18
Prayagraj Junction,6806,19,19
Kumbh Mela Ground (Main Venue),9456,16,22
Prayagraj Junction,5719,37,15
Saraswati Ghat,6587,28,14
Kumbh Mela Ground (Main Venue),6362,43,5
Shri Bade Hanuman Temple,8830,13,17
Shri Bade Hanuman Temple,5906,14,21
Triveni Sangam (Confluence Zone),8230,21,19
Shri Bade Hanuman Temple,4121,40,4
Saraswati Ghat,4453,33,17
Triveni Sangam (Confluence Zone),15051,41,15
Triveni Sangam (Confluence Zone),10145,31,9
Saraswati Ghat,4198,24,14
Alopankari Temple Area,3433,20,20
Alopankari Temple Area,2766,18,17
Triveni Sangam (Confluence Zone),10864,22,21
Shri Bade Hanuman Temple,7312,19,14
Prayagraj Junction,2686,36,10
Kumbh Mela Ground (Main Venue),5518,26,0
Saraswati Ghat,4838,35,17
Saraswati Ghat,5114,16,6
Shri Bade Hanuman Temple,3911,37,22
Kumbh Mela Ground (Main Venue),8143,30,22
Prayagraj Junction,3262,39,15
Dashashwamedh Ghat (Prayagraj),2686,36,20
Dashashwamedh Ghat (Prayagraj),5015,39,12
Dashashwamedh Ghat (Prayagraj),2394,20,19
Prayagraj Junction,6271,27,10
Dashashwamedh Ghat (Prayagraj),1966,40,4
Prayagraj Junction,6350,32,14
Kumbh Mela Ground (Main Venue),5984,43,2
Prayagraj Junction,500,40,1
Triveni Sangam (Confluence Zone),9323,42,7
Alopankari Temple Area,2199,43,23
Shri Bade Hanuman Temple,4654,33,3
Prayagraj Junction,3563,30,22
Dashashwamedh Ghat (Prayagraj),6599,19,17
Alopankari Temple Area,500,13,0
Alopankari Temple Area,4147,33,5
Dashashwamedh Ghat (Prayagraj),4081,25,8
Alopankari Temple Area,5091,32,6
Prayagraj Junction,5309,31,19
Saraswati Ghat,2133,29,5
Triveni Sangam (Confluence Zone),13887,13,18
Dashashwamedh Ghat (Prayagraj),4590,38,13
Prayagraj Junction,3332,40,19
Dashashwamedh Ghat (Prayagraj),500,40,23
Dashashwamedh Ghat (Prayagraj),3537,12,22
Alopankari Temple Area,2880,11,23
Shri Bade Hanuman Temple,8751,11,7
Shri Bade Hanuman Temple,6353,38,10
Triveni Sangam (Confluence Zone),8038,16,10
Dashashwamedh Ghat (Prayagraj),2298,27,7
Saraswati Ghat,5507,28,16
Triveni Sangam (Confluence Zone),14003,13,17
Prayagraj Junction,5246,18,21
Dashashwamedh Ghat (Prayagraj),3292,26,17
Triveni Sangam (Confluence Zone),7584,15,22
Kumbh Mela Ground (Main Venue),6032,42,22
Saraswati Ghat,4940,27,7
Prayagraj Junction,7706,12,13
Shri Bade Hanuman Temple,6194,11,20
Shri Bade Hanuman Temple,5907,43,22
Shri Bade Hanuman Temple,5457,29,0
Alopankari Temple Area,4254,41,19
Saraswati Ghat,4619,21,21
Alopankari Temple Area,500,42,0
Saraswati Ghat,2163,45,20
Kumbh Mela Ground (Main Venue),9066,33,21
Prayagraj Junction,4805,39,18
Prayagraj Junction,2643,33,18
Alopankari Temple Area,5037,30,18
Kumbh Mela Ground (Main Venue),8267,24,13
Prayagraj Junction,500,25,22
Kumbh Mela Ground (Main Venue),7143,37,14
Kumbh Mela Ground (Main Venue),6338,15,1
Triveni Sangam (Confluence Zone),7881,36,17
Shri Bade Hanuman Temple,7713,37,17
Shri Bade Hanuman Temple,8019,37,21
Kumbh Mela Ground (Main Venue),5698,36,0
Saraswati Ghat,1004,30,4
Kumbh Mela Ground (Main Venue),10674,28,19
Prayagraj Junction,3135,17,19
Prayagraj Junction,3303,25,11
Kumbh Mela Ground (Main Venue),7882,42,23
Saraswati Ghat,500,29,3
Dashashwamedh Ghat (Prayagraj),5887,19,19
Triveni Sangam (Confluence Zone),14724,25,13
Kumbh Mela Ground (Main Venue),7749,19,6
Prayagraj Junction,6980,37,13
Alopankari Temple Area,2051,41,21
Dashashwamedh Ghat (Prayagraj),3438,34,18
Dashashwamedh Ghat (Prayagraj),500,45,0
Alopankari Temple Area,4593,22,14
Dashashwamedh Ghat (Prayagraj),3084,15,20
Dashashwamedh Ghat (Prayagraj),5701,27,9
Prayagraj Junction,1191,44,19
Prayagraj Junction,2349,18,7
Saraswati Ghat,6973,37,14
Shri Bade Hanuman Temple,6984,30,22
Shri Bade Hanuman Temple,5042,37,18
Dashashwamedh Ghat (Prayagraj),1088,39,18
Dashashwamedh Ghat (Prayagraj),2201,38,5
Dashashwamedh Ghat (Prayagraj),4616,27,17
Kumbh Mela Ground (Main Venue),11891,27,17
Triveni Sangam (Confluence Zone),14941,23,8
Saraswati Ghat,6760,17,15
Dashashwamedh Ghat (Prayagraj),1806,35,5
Saraswati Ghat,2656,45,23
Alopankari Temple Area,1661,23,22
Dashashwamedh Ghat (Prayagraj),500,35,3
Kumbh Mela Ground (Main Venue),9107,10,1
Prayagraj Junction,3001,36,18
Kumbh Mela Ground (Main Venue),12649,19,12
Dashashwamedh Ghat (Prayagraj),6374,29,18
Prayagraj Junction,3641,29,6
Dashashwamedh Ghat (Prayagraj),6196,29,12
Prayagraj Junction,6007,30,19
Saraswati Ghat,5610,20,8
Prayagraj Junction,4559,12,6
Triveni Sangam (Confluence Zone),6756,17,23
Triveni Sangam (Confluence Zone),8682,31,8
Dashashwamedh Ghat (Prayagraj),2736,20,1
Alopankari Temple Area,1202,23,3
Shri Bade Hanuman Temple,9231,32,20
Saraswati Ghat,2522,18,20
Dashashwamedh Ghat (Prayagraj),4849,41,10
Triveni Sangam (Confluence Zone),13402,29,9
Shri Bade Hanuman Temple,7173,41,6
Dashashwamedh Ghat (Prayagraj),4035,11,21
Dashashwamedh Ghat (Prayagraj),4456,33,13
Kumbh Mela Ground (Main Venue),10371,29,9
Triveni Sangam (Confluence Zone),10349,45,19
Saraswati Ghat,500,33,4
Dashashwamedh Ghat (Prayagraj),2670,16,4
Saraswati Ghat,500,15,2
Dashashwamedh Ghat (Prayagraj),6484,31,11
Triveni Sangam (Confluence Zone),12050,15,12
Shri Bade Hanuman Temple,9594,37,16
Saraswati Ghat,2206,41,0
Prayagraj Junction,939,40,11
Saraswati Ghat,7383,44,16
Alopankari Temple Area,3696,35,11
Prayagraj Junction,5527,20,15
Dashashwamedh Ghat (Prayagraj),2133,21,18
Prayagraj Junction,1951,21,3
Prayagraj Junction,4992,42,19
Prayagraj Junction,500,13,2
Kumbh Mela Ground (Main Venue),4590,42,20
Kumbh Mela Ground (Main Venue),12462,38,13
Dashashwamedh Ghat (Prayagraj),5343,17,8
Dashashwamedh Ghat (Prayagraj),5969,42,16
Prayagraj Junction,4981,13,12
Shri Bade Hanuman Temple,11708,29,12
Kumbh Mela Ground (Main Venue),6748,41,0
Prayagraj Junction,2296,40,9
Saraswati Ghat,500,14,1
Shri Bade Hanuman Temple,6209,42,12
Alopankari Temple Area,3488,23,6
Triveni Sangam (Confluence Zone),14915,13,6
Alopankari Temple Area,500,22,3
Alopankari Temple Area,3037,37,9
Triveni Sangam (Confluence Zone),4770,39,2
Alopankari Temple Area,2243,15,21
Triveni Sangam (Confluence Zone),10495,14,5
Triveni Sangam (Confluence Zone),7115,22,22
Alopankari Temple Area,738,12,22
Kumbh Mela Ground (Main Venue),5693,27,22
Kumbh Mela Ground (Main Venue),9990,43,11
Kumbh Mela Ground (Main Venue),6265,17,5
Saraswati Ghat,500,37,4
Saraswati Ghat,8278,33,15
Kumbh Mela Ground (Main Venue),9387,15,3
Kumbh Mela Ground (Main Venue),6408,17,19
Shri Bade Hanuman Temple,9737,32,14
Shri Bade Hanuman Temple,4067,45,7
Alopankari Temple Area,5251,32,16
Dashashwamedh Ghat (Prayagraj),2356,20,5
Alopankari Temple Area,669,21,0
Alopankari Temple Area,8320,34,16
Shri Bade Hanuman Temple,5540,24,6
Alopankari Temple Area,7891,26,12
Alopankari Temple Area,500,31,3
Alopankari Temple Area,4808,11,7
Prayagraj Junction,4412,31,1
Saraswati Ghat,8875,25,15
Prayagraj Junction,500,38,2
Triveni Sangam (Confluence Zone),10850,17,16
Saraswati Ghat,7864,13,14
Kumbh Mela Ground (Main Venue),6160,19,7
Shri Bade Hanuman Temple,7625,10,9
Triveni Sangam (Confluence Zone),11066,41,6
Dashashwamedh Ghat (Prayagraj),3657,10,10
Dashashwamedh Ghat (Prayagraj),6340,27,20
Triveni Sangam (Confluence Zone),8894,42,22
Prayagraj Junction,4108,12,11
Prayagraj Junction,1070,19,5
Shri Bade Hanuman Temple,9229,31,8
Dashashwamedh Ghat (Prayagraj),1424,42,6
Saraswati Ghat,5971,27,7
Alopankari Temple Area,2277,20,7
Kumbh Mela Ground (Main Venue),8003,32,20
Dashashwamedh Ghat (Prayagraj),7966,13,13
Prayagraj Junction,1697,41,2
Kumbh Mela Ground (Main Venue),6137,36,4
Saraswati Ghat,2592,39,7
Prayagraj Junction,5778,13,20
Saraswati Ghat,1883,43,17
Prayagraj Junction,771,41,1
Kumbh Mela Ground (Main Venue),7116,38,19
Kumbh Mela Ground (Main Venue),4540,34,22
Shri Bade Hanuman Temple,7503,15,20
Dashashwamedh Ghat (Prayagraj),1625,41,21
Dashashwamedh Ghat (Prayagraj),2588,33,2
Prayagraj Junction,5158,22,12
Kumbh Mela Ground (Main Venue),5427,43,8
Shri Bade Hanuman Temple,5815,38,15
Dashashwamedh Ghat (Prayagraj),500,29,1
Saraswati Ghat,4619,36,14
Alopankari Temple Area,2781,34,18
Dashashwamedh Ghat (Prayagraj),4331,36,20
Saraswati Ghat,2134,14,3
Triveni Sangam (Confluence Zone),10553,16,9
Dashashwamedh Ghat (Prayagraj),500,26,2
Triveni Sangam (Confluence Zone),9304,14,10
Alopankari Temple Area,4684,13,12
Prayagraj Junction,3858,31,17
Shri Bade Hanuman Temple,7464,35,16
Kumbh Mela Ground (Main Venue),6896,35,18
Triveni Sangam (Confluence Zone),11618,31,18
Alopankari Temple Area,2435,39,23
Alopankari Temple Area,500,36,22
Alopankari Temple Area,1839,22,0
Triveni Sangam (Confluence Zone),11330,33,5
Alopankari Temple Area,2030,26,5
Shri Bade Hanuman Temple,8174,41,16
Prayagraj Junction,4260,23,20
Dashashwamedh Ghat (Prayagraj),6041,22,13
Saraswati Ghat,2051,25,19
Saraswati Ghat,2917,13,9
Alopankari Temple Area,4626,39,11
Saraswati Ghat,4878,38,15
Saraswati Ghat,5708,20,19
Alopankari Temple Area,4857,28,18
Saraswati Ghat,500,26,22
Saraswati Ghat,6327,31,8
Prayagraj Junction,500,31,22
Shri Bade Hanuman Temple,9157,29,7
Alopankari Temple Area,5006,30,17
Alopankari Temple Area,4122,20,12
Prayagraj Junction,5488,18,9
Prayagraj Junction,733,37,8
Shri Bade Hanuman Temple,6009,43,13
Shri Bade Hanuman Temple,5623,17,22
Kumbh Mela Ground (Main Venue),8032,35,4
Dashashwamedh Ghat (Prayagraj),888,26,23
Prayagraj Junction,5977,27,6
Saraswati Ghat,6949,39,12
Alopankari Temple Area,3174,45,14
Triveni Sangam (Confluence Zone),8873,12,20
Saraswati Ghat,2971,24,7
Prayagraj Junction,3221,31,11
Alopankari Temple Area,4406,21,0
Alopankari Temple Area,1654,31,22
Triveni Sangam (Confluence Zone),14432,35,17
Kumbh Mela Ground (Main Venue),6797,33,3
Prayagraj Junction,3097,33,17
Saraswati Ghat,2539,37,4
Dashashwamedh Ghat (Prayagraj),1749,39,8
Kumbh Mela Ground (Main Venue),11936,24,20
Saraswati Ghat,3806,22,21
Alopankari Temple Area,3190,34,6
Dashashwamedh Ghat (Prayagraj),5604,34,16
Alopankari Temple Area,1789,13,3
Shri Bade Hanuman Temple,9919,28,14
Alopankari Temple Area,500,35,1
Kumbh Mela Ground (Main Venue),9660,24,11
Shri Bade Hanuman Temple,2420,39,23
Saraswati Ghat,500,44,2
Dashashwamedh Ghat (Prayagraj),3034,44,15
Shri Bade Hanuman Temple,10728,23,16
Kumbh Mela Ground (Main Venue),6437,32,10
Kumbh Mela Ground (Main Venue),8055,35,11
Dashashwamedh Ghat (Prayagraj),3594,32,8
Triveni Sangam (Confluence Zone),10106,15,11
Kumbh Mela Ground (Main Venue),5197,41,2
Triveni Sangam (Confluence Zone),6465,29,4
Alopankari Temple Area,587,37,19
Triveni Sangam (Confluence Zone),10325,42,19
Dashashwamedh Ghat (Prayagraj),5383,25,7
Saraswati Ghat,4418,14,1
Alopankari Temple Area,1072,39,8
Alopankari Temple Area,3651,38,19
Dashashwamedh Ghat (Prayagraj),500,17,23
Dashashwamedh Ghat (Prayagraj),2068,32,0
Kumbh Mela Ground (Main Venue),13731,32,14
Saraswati Ghat,5672,24,12
Saraswati Ghat,6225,27,17
Saraswati Ghat,4366,19,6
Triveni Sangam (Confluence Zone),9934,41,3
Prayagraj Junction,6780,45,16
Prayagraj Junction,5442,32,9
Shri Bade Hanuman Temple,4483,33,23
Saraswati Ghat,6654,20,15
Triveni Sangam (Confluence Zone),15333,35,15
Kumbh Mela Ground (Main Venue),6216,22,2
Dashashwamedh Ghat (Prayagraj),6254,33,8
Triveni Sangam (Confluence Zone),15298,22,12
Kumbh Mela Ground (Main Venue),10751,19,11
Saraswati Ghat,6499,22,7
Kumbh Mela Ground (Main Venue),8898,11,23
Kumbh Mela Ground (Main Venue),9467,11,4
Dashashwamedh Ghat (Prayagraj),6848,21,18
Kumbh Mela Ground (Main Venue),3731,28,5
Kumbh Mela Ground (Main Venue),8030,42,10
Saraswati Ghat,500,17,23
Triveni Sangam (Confluence Zone),12409,44,17
Triveni Sangam (Confluence Zone),9297,30,11
Kumbh Mela Ground (Main Venue),11174,27,7
Saraswati Ghat,2475,22,9
Triveni Sangam (Confluence Zone),7187,17,5
Dashashwamedh Ghat (Prayagraj),7253,31,15
Prayagraj Junction,6740,17,13
Dashashwamedh Ghat (Prayagraj),3622,32,1
Dashashwamedh Ghat (Prayagraj),4163,28,5
Shri Bade Hanuman Temple,9728,18,15
Kumbh Mela Ground (Main Venue),3615,26,22
Shri Bade Hanuman Temple,6689,16,5
Saraswati Ghat,500,35,0
Saraswati Ghat,6353,17,11
Saraswati Ghat,720,19,0
Dashashwamedh Ghat (Prayagraj),4037,32,23
Kumbh Mela Ground (Main Venue),8634,20,0
Saraswati Ghat,2916,22,9
Triveni Sangam (Confluence Zone),9895,30,0
Kumbh Mela Ground (Main Venue),8951,31,23
Saraswati Ghat,4238,21,21
Shri Bade Hanuman Temple,8892,18,15
Dashashwamedh Ghat (Prayagraj),5794,34,17
Shri Bade Hanuman Temple,8511,39,14
Kumbh Mela Ground (Main Venue),7689,41,12
Dashashwamedh Ghat (Prayagraj),4045,18,7
Saraswati Ghat,6930,16,10
Kumbh Mela Ground (Main Venue),8862,36,11
Dashashwamedh Ghat (Prayagraj),7469,20,16
Saraswati Ghat,4201,40,6
Dashashwamedh Ghat (Prayagraj),4027,28,17
Kumbh Mela Ground (Main Venue),9122,16,3
Prayagraj Junction,6918,25,10
Dashashwamedh Ghat (Prayagraj),5090,36,6
Shri Bade Hanuman Temple,5471,37,17
Dashashwamedh Ghat (Prayagraj),3097,35,21
Shri Bade Hanuman Temple,4970,33,23
Alopankari Temple Area,4061,14,23
Shri Bade Hanuman Temple,7672,29,10
Alopankari Temple Area,1822,41,22
Shri Bade Hanuman Temple,3796,24,0
Dashashwamedh Ghat (Prayagraj),4136,44,6
Saraswati Ghat,4374,15,7
Dashashwamedh Ghat (Prayagraj),2963,38,2
Prayagraj Junction,6047,10,14
Saraswati Ghat,3434,30,2
